cite_key,year,type,title,journal,doi,tier,decision,matched_surrogate_terms,matched_ml_terms,matched_opt_terms,matched_esm_terms,matched_proxy_hints,matched_noise_terms,oa_status,oa_pdf_url,cited_by_count,referenced_works_count,primary_topic,oa_full_text_available,read_priority
Sharma202287,2022,CONFERENCE,Sector-wise expert input selection for electricity load forecasting,"7th IEEE International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2022 - Proceedings",10.1109/ICRAIE56454.2022.10054292,out,reject,,machine learning; random forest,,power system; smart grid; power grid,,load forecasting,,,,,,,
Liu2022,2022,ARTICLE,Comparison of Random Forest and Neural Network in Modeling the Performance and Emissions of a Natural Gas Spark Ignition Engine,"Journal of Energy Resources Technology, Transactions of the ASME",10.1115/1.4053301,B,candidate,,neural network; machine learning; random forest,optimization,energy system,accelerate,,,,,,,,
Ye2021,2021,CONFERENCE,Optimum Design of Single Phase Induction Motor with Copper Rotor Based on Improved Polyhedron Method,"2021 IEEE 4th Student Conference on Electric Machines and Systems, SCEMS 2021 - Proceedings",10.1109/SCEMS52239.2021.9646106,A,accept,response surface,,optimization,power system; electric power system,,,closed,,3,12,Electric Motor Design and Analysis,0,low
Chen20222187,2022,ARTICLE,Temporal Logic Inference for Fault Detection of Switched Systems with Gaussian Process Dynamics,IEEE Transactions on Automation Science and Engineering,10.1109/TASE.2021.3074548,A,accept,gaussian process,,optimization,smart grid,approximate,fault detection,closed,,7,39,Fault Detection and Control Systems,0,low
Zhang2021,2021,ARTICLE,Application of variational mode decomposition and chaotic grey wolf optimizer with support vector regression for forecasting electric loads,Knowledge-Based Systems,10.1016/j.knosys.2021.107297,out,reject,,support vector,dispatch,power system,,load forecasting,,,,,,,
Li202327,2023,ARTICLE,Load Prediction Based on Optimization Ant Colony Algorithm,Journal of Electrical Engineering and Technology,10.1007/s42835-022-01147-7,A,accept,radial basis function,neural network; support vector,optimization; optimisation,power system,approximation,load forecasting,closed,,8,7,Energy Load and Power Forecasting,0,low
Ding2022985,2022,ARTICLE,Fault diagnosis of oil-immersed transformers based on the improved sparrow search algorithm optimised support vector machine,IET Electric Power Applications,10.1049/elp2.12204,out,reject,,deep learning; gradient boosting; support vector,optimization; optimisation,power system,,fault diagnosis; fault detection; transformer fault,,,,,,,
Sarker2022,2022,CONFERENCE,Impact Analysis of Cyber-Events on Distributed Voltage Control with Active Power Curtailment,"10th IEEE International Conference on Power Electronics, Drives and Energy Systems, PEDES 2022",10.1109/PEDES56012.2022.10080183,out,reject,,,optimization,power system,,,,,,,,,
Ullah202215211,2022,ARTICLE,Prediction of electric vehicle charging duration time using ensemble machine learning algorithm and Shapley additive explanations,International Journal of Energy Research,10.1002/er.8219,out,reject,,machine learning; random forest; gradient boosting; xgboost,,power grid,train on,,,,,,,,
Ma2022737,2022,ARTICLE,Two-Level Surrogate-Assisted Transient Parameters Design Optimization of a Wound-Field Synchronous Machine,IEEE Transactions on Energy Conversion,10.1109/TEC.2021.3110095,A,accept,surrogate; surrogate-assisted,,optimization; multi-objective,power system,surrogate,,closed,,17,34,Electric Motor Design and Analysis,0,medium
Warid2022,2022,ARTICLE,A Novel Chaotic Rao-2 Algorithm for Optimal Power Flow Solution,Journal of Electrical and Computer Engineering,10.1155/2022/7694026,out,reject,,,optimization; optimisation; optimal power flow,optimal power flow,,,,,,,,,
Jamii2022,2022,ARTICLE,Non-Linear Programming-Based Energy Management for a Wind Farm Coupled with Pumped Hydro Storage System,Sustainability (Switzerland),10.3390/su141811287,out,reject,,random forest,optimization,energy system; smart grid; renewable energy,,,,,,,,,
Ngoc-Lan Huynh2021,2021,ARTICLE,Novel short-term solar radiation hybrid model: Long short-term memory network integrated with robust local mean decomposition,Applied Energy,10.1016/j.apenergy.2021.117193,B,candidate,,deep learning; support vector; lstm,scheduling,renewable energy; power grid,approximate,,,,,,,,
Rafi2021,2021,CONFERENCE,A Short-Term Load Forecasting Technique Using Extreme Gradient Boosting Algorithm,"2021 IEEE PES Innovative Smart Grid Technologies - Asia, ISGT Asia 2021",10.1109/ISGTASIA49270.2021.9715272,out,reject,,neural network; deep learning; gradient boosting; xgboost; support vector; lstm,unit commitment; scheduling,power system; unit commitment,,load forecasting,,,,,,,
Nikolaidis2023,2023,ARTICLE,Variational Bayes to Accelerate the Lagrange Multipliers towards the Dual Optimization of Reliability and Cost in Renewable Energy Systems,Algorithms,10.3390/a16010020,A,accept,gaussian process,machine learning,optimization; optimisation; unit commitment,energy system; power system; unit commitment; renewable energy,accelerate,,gold,https://www.mdpi.com/1999-4893/16/1/20/pdf?version=1672299347,3,41,Electric Power System Optimization,1,low
Su2022315,2022,ARTICLE,Deep Belief Network Enabled Surrogate Modeling for Fast Preventive Control of Power System Transient Stability,IEEE Transactions on Industrial Informatics,10.1109/TII.2021.3072594,A,accept,surrogate,deep learning,optimization; dispatch; optimal power flow,power system; electric power system; optimal power flow,surrogate,,closed,,65,26,Power System Optimization and Stability,0,high
Alrashidi20231973,2023,ARTICLE,Data-Driven Load Forecasting Using Machine Learning and Meteorological Data,Computer Systems Science and Engineering,10.32604/csse.2023.024633,out,reject,,neural network; machine learning; support vector,,power system; electric power system; renewable energy,,load forecasting,,,,,,,
Sayegh2022,2022,ARTICLE,Computational time reduction using detailed building models with Typical Short Sequences,Energy,10.1016/j.energy.2022.123109,A,accept,metamodel,,optimization; optimisation,energy system,computationally expensive; computation time; accelerate,,closed,,7,40,Building Energy and Comfort Optimization,0,low
Kaur2022172,2022,ARTICLE,A Multi-Objective Optimization Scheme for Job Scheduling in Sustainable Cloud Data Centers,IEEE Transactions on Cloud Computing,10.1109/TCC.2019.2950002,B,candidate,,random forest; support vector,optimization; scheduling; multi-objective,renewable energy; power grid,approximate,,,,,,,,
Gayathri Devi2021679,2021,ARTICLE,Solar Irradiation Prediction Using Weather Forecast Data,Lecture Notes in Networks and Systems,10.1007/978-981-16-1941-0_67,out,reject,,machine learning; random forest; gradient boosting; support vector,,energy system; renewable energy,,,,,,,,,
Safdarian20214941,2021,ARTICLE,Multiclass Learning-Aided Temporal Decomposition and Distributed Optimization for Power Systems,IEEE Transactions on Power Systems,10.1109/TPWRS.2021.3078380,out,reject,,machine learning; gradient boosting,optimization; dispatch; economic dispatch; scheduling,power system; economic dispatch,,,,,,,,,
2018,2018,CONFERENCE,Proceedings of the International Symposium on Physical Design,Proceedings of the International Symposium on Physical Design,,B,candidate,,neural network; deep learning; machine learning,optimization,power grid,acceleration,,,,,,,,
Zhu2017273,2017,CONFERENCE,Research of medical high-dimensional imbalanced data classification-ensemble feature selection algorithm with random forest,"Proceedings - 2017 International Conference on Smart Grid and Electrical Automation, ICSGEA 2017",10.1109/ICSGEA.2017.158,out,reject,,random forest,optimization,power grid,,,,,,,,,
Torun20192128,2019,ARTICLE,High-Dimensional Global Optimization Method for High-Frequency Electronic Design,IEEE Transactions on Microwave Theory and Techniques,10.1109/TMTT.2019.2915298,A,accept,response surface; gaussian process,,optimization,power system; electric power system,,,closed,,140,73,Advanced Multi-Objective Optimization Algorithms,0,high
Hundi2020,2020,ARTICLE,Comparative studies among machine learning models for performance estimation and health monitoring of thermal power plants,Applied Energy,10.1016/j.apenergy.2020.114775,out,reject,,neural network; machine learning; random forest; support vector,energy planning,energy planning,,,,,,,,,
Huang2020357,2020,ARTICLE,Energy Consumption Forecasting for the Nonferrous Metallurgy Industry Using Hybrid Support Vector Regression with an Adaptive State Transition Algorithm,Cognitive Computation,10.1007/s12559-019-09644-0,out,reject,,support vector,energy planning,energy planning,,,,,,,,,
Shchetinin2020324,2020,ARTICLE,Development of Energy Saving Technologies for Smart Buildings by Using Computer Algebra,Programming and Computer Software,10.1134/S0361768820050084,out,reject,,machine learning; gradient boosting,optimization,energy system,,,,,,,,,
Zaki2019270,2019,CONFERENCE,Performance Enhancement of an Inverter-Based Decentralized energy generation System Using Evaporation Rate Based Water Cycle Algorithm,"IEEE Conference on Power Electronics and Renewable Energy, CPERE 2019",10.1109/CPERE45374.2019.8980152,A,accept,response surface; response surface methodology,,optimization,power system,,,closed,,3,36,Microgrid Control and Optimization,0,low
Dalai2019117,2019,CONFERENCE,Hourly prediction of load using edge intelligence over IoT,"Proceedings of the 11th International Conference on Advanced Computing, ICoAC 2019",10.1109/ICoAC48765.2019.247127,out,reject,,machine learning; support vector; data-driven model,,microgrid,,,,,,,,,
Suganyadevi202032,2020,ARTICLE,Using soft computing techniques the measurement of voltage stability of the power system,International Journal of Electrical Engineering and Technology,,out,reject,,neural network; support vector,optimization,power system,,,,,,,,,
Muzumdar20202089,2020,CONFERENCE,An Efficient Regional Short-Term Load Forecasting Model for Smart Grid Energy Management,IECON Proceedings (Industrial Electronics Conference),10.1109/IECON43393.2020.9254736,out,reject,,machine learning; random forest; support vector,,power system; electric power system; smart grid; renewable energy; power grid,,load forecasting,,,,,,,
Tervo20198618,2019,ARTICLE,Short-Term Prediction of Electricity Outages Caused by Convective Storms,IEEE Transactions on Geoscience and Remote Sensing,10.1109/TGRS.2019.2921809,out,reject,,neural network; machine learning; random forest,energy planning,power grid; energy planning,,,,,,,,,
Ma20201,2020,ARTICLE,Ultra-short-term forecasting of photo-voltaic power via rbf neural network,Electronics (Switzerland),10.3390/electronics9101717,A,accept,radial basis function,neural network,,energy system; smart grid; renewable energy,,,gold,https://www.mdpi.com/2079-9292/9/10/1717/pdf?version=1603440214,16,39,Solar Radiation and Photovoltaics,1,medium
Singla20201359,2020,ARTICLE,A survey of robust optimization based machine learning with special reference to support vector machines,International Journal of Machine Learning and Cybernetics,10.1007/s13042-019-01044-y,out,reject,,machine learning; support vector,optimization; robust optimization,power system,,,,,,,,,
Maljkovic2020,2020,ARTICLE,Determination of influential parameters for heat consumption in district heating systems using machine learning,Energy,10.1016/j.energy.2020.117585,out,reject,,machine learning; random forest; support vector; regression tree,energy planning,energy system; district heating; energy planning,,,,,,,,,
Zaki2019371,2019,CONFERENCE,Tuning PI controllers for optimal migrogrid operation based on Artificial Neural Network,"IEEE Conference on Power Electronics and Renewable Energy, CPERE 2019",10.1109/CPERE45374.2019.8980208,A,accept,response surface; response surface methodology,neural network,optimization,microgrid,,,closed,,5,29,Microgrid Control and Optimization,0,low
Aghajani20196981,2019,ARTICLE,Short-term prediction of market-clearing price of electricity in the presence of wind power plants by a hybrid intelligent system,Neural Computing and Applications,10.1007/s00521-018-3544-8,A,accept,radial basis function,neural network,optimization,power system,,price forecasting,closed,,8,74,Energy Load and Power Forecasting,0,low
Bedi2020,2020,ARTICLE,Energy load time-series forecast using decomposition and autoencoder integrated memory network,Applied Soft Computing Journal,10.1016/j.asoc.2020.106390,out,reject,,neural network; deep learning; support vector; recurrent neural; lstm,,power system; electric power system,,load forecasting,,,,,,,
Roth2019459,2019,CONFERENCE,Spatial and Temporal Modeling of Urban Building Energy Consumption Using Machine Learning and Open Data,"Computing in Civil Engineering 2019: Smart Cities, Sustainability, and Resilience - Selected Papers from the ASCE International Conference on Computing in Civil Engineering 2019",10.1061/9780784482445.059,out,reject,,machine learning; random forest,optimization,energy system; district energy,,,,,,,,,
Jin2019,2019,CONFERENCE,Multiobjective Optimization of Single-slide Linear Induction Motors using Kriging Surrogate Model,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899X/563/5/052097,A,accept,surrogate; kriging,,optimization; multi-objective,power system,surrogate,,diamond,https://iopscience.iop.org/article/10.1088/1757-899X/563/5/052097/pdf,,12,Electric Motor Design and Analysis,1,low
Nikjoo2019,2019,CONFERENCE,Non-parametric Regression Model for Continuous-time Day Ahead Load Forecasting with Bernstein Polynomial,"Proceedings - 2019 IEEE International Conference on Environment and Electrical Engineering and 2019 IEEE Industrial and Commercial Power Systems Europe, EEEIC/I and CPS Europe 2019",10.1109/EEEIC.2019.8783908,A,accept,gaussian process,regression model,optimization,power system,,load forecasting,green,,1,14,Energy Load and Power Forecasting,0,low
Zhou2018,2018,ARTICLE,Planning of Electric Power Systems Considering Virtual Power Plants with Dispatchable Loads Included: An Inexact Two-Stage Stochastic Linear Programming Model,Mathematical Problems in Engineering,10.1155/2018/7049329,out,reject,,support vector,dispatch; stochastic programming,power system; electric power system; virtual power plant,,,,,,,,,
Sreekumar2019,2019,CONFERENCE,Deviation Charge Reduction of Aggregated Wind Power Generation using Intelligently Tuned Support Vector Regression,"2019 8th International Conference on Power Systems: Transition towards Sustainable, Smart and Flexible Grids, ICPS 2019",10.1109/ICPS48983.2019.9067681,out,reject,,neural network; support vector,optimization,power system; renewable energy,,,,,,,,,
Bremer2018184,2018,CONFERENCE,A cascading chi-shapes based decoder for constraint-handling in distributed energy management,IJCCI 2018 - Proceedings of the 10th International Joint Conference on Computational Intelligence,10.5220/0006926101840191,A,accept,surrogate,support vector,optimization,smart grid; power grid,surrogate,,gold,,5,,Embedded Systems Design Techniques,0,low
Raju2020551,2020,CONFERENCE,IOT based Online Load Forecasting using Machine Learning Algorithms,Procedia Computer Science,10.1016/j.procs.2020.04.059,A,accept,gaussian process,machine learning; support vector,dispatch,smart grid; power grid,,load forecasting,diamond,,60,22,Energy Load and Power Forecasting,0,high
Johannesen2019555,2019,ARTICLE,Relative evaluation of regression tools for urban area electrical energy demand forecasting,Journal of Cleaner Production,10.1016/j.jclepro.2019.01.108,out,reject,,neural network; machine learning; random forest,optimization,smart grid; power grid,,load forecasting,,,,,,,
Wang2020202933,2020,ARTICLE,Optimal Scheduling for Integrated Energy System Considering Scheduling Elasticity of Electric and Thermal Loads,IEEE Access,10.1109/ACCESS.2020.3035585,A,accept,metamodel; response surface,,optimization; scheduling,energy system; integrated energy,computation time; instead of,,gold,https://ieeexplore.ieee.org/ielx7/6287639/8948470/09247111.pdf,23,43,Integrated Energy Systems Optimization,1,medium
Kuo2019,2019,ARTICLE,Multi-objective optimal cloud model design of vehicle-to-grid connected systems based on the multiple performance characteristic index method,Energies,10.3390/en12061041,A,accept,response surface; response surface methodology,,optimization; multi-objective,power system; electric power system,,,gold,https://www.mdpi.com/1996-1073/12/6/1041/pdf?version=1552902625,,15,Advanced Battery Technologies Research,1,low
Qiu2018182,2018,ARTICLE,Ensemble incremental learning Random Vector Functional Link network for short-term electric load forecasting,Knowledge-Based Systems,10.1016/j.knosys.2018.01.015,out,reject,,neural network; random forest,,power system; electric power system,,load forecasting,,,,,,,
Kazemzadeh2020,2020,ARTICLE,A hybrid data mining driven algorithm for long term electric peak load and energy demand forecasting,Energy,10.1016/j.energy.2020.117948,out,reject,,neural network; support vector,optimization,energy system; power system; electric power system,,load forecasting,,,,,,,
Barque201843,2018,CONFERENCE,Improving wind power prediction with retraining machine learning algorithms,"2018 International Workshop on Big Data and Information Security, IWBIS 2018",10.1109/IWBIS.2018.8471713,out,reject,,machine learning; gradient boosting; regression model,optimization,power grid,,,,,,,,,
Golpîra20193384,2019,ARTICLE,Emulation of Virtual Inertia to Accommodate Higher Penetration Levels of Distributed Generation in Power Grids,IEEE Transactions on Power Systems,10.1109/TPWRS.2019.2908935,out,reject,,,dispatch,power system; electric power system; microgrid; power grid,,,,,,,,,
Luo20191497,2019,ARTICLE,A two-stage supervised learning approach for electricity price forecasting by leveraging different data sources,Applied Energy,10.1016/j.apenergy.2019.03.129,out,reject,,neural network; deep learning; machine learning; support vector; polynomial regression,energy planning,renewable energy; energy planning,,load forecasting; price forecasting,,,,,,,
Toutsop2020,2020,CONFERENCE,Monitoring and detection time optimization of man in the middle attacks using machine learning,Proceedings - Applied Imagery Pattern Recognition Workshop,10.1109/AIPR50011.2020.9425304,out,reject,,machine learning; random forest,optimization,smart grid,,,,,,,,,
Hao20191579,2019,CONFERENCE,Power load data preprocessing based on PFCM algorithm and neural network,"Proceedings of 2019 IEEE 8th Joint International Information Technology and Artificial Intelligence Conference, ITAIC 2019",10.1109/ITAIC.2019.8785443,A,accept,radial basis function; rbf network,neural network,optimization; dispatch,power system; power grid,,load forecasting,closed,,,3,Energy Load and Power Forecasting,0,low
Gavriluta2020,2020,ARTICLE,Cyber-physical framework for emulating distributed control systems in smart grids,International Journal of Electrical Power and Energy Systems,10.1016/j.ijepes.2019.06.033,out,reject,,,optimization; optimal power flow,optimal power flow; smart grid; power grid,emulating,,,,,,,,
Jahan2020,2020,ARTICLE,Intelligent systems for power load forecasting: A study review,Energies,10.3390/en13226105,out,reject,,neural network; support vector,,power system; renewable energy,,load forecasting,,,,,,,
Xiao2018,2018,ARTICLE,Application and comparison of metaheuristic and new metamodel based global optimization methods to the optimal operation of active distribution networks,Energies,10.3390/en11010085,A,accept,metamodel,,optimization; scheduling,smart grid; renewable energy; power grid,reduce computation,,gold,https://www.mdpi.com/1996-1073/11/1/85/pdf?version=1514804365,29,45,Optimal Power Flow Distribution,1,medium
Rastgoufard20181,2018,CONFERENCE,Tuned support vector regression by modified particle swarm optimization for online power system static security evaluation,"2018 IEEE Texas Power and Energy Conference, TPEC 2018",10.1109/TPEC.2018.8312063,A,accept,radial basis function,neural network; machine learning; support vector,optimization,power system; electric power system,replace,,closed,,8,26,Power System Optimization and Stability,0,low
Li20191438,2019,ARTICLE,Compressive Sensing Based Stochastic Economic Dispatch with High Penetration Renewables,IEEE Transactions on Power Systems,10.1109/TPWRS.2018.2874718,A,accept,polynomial chaos,,optimization; dispatch; economic dispatch; scheduling,economic dispatch,approximate; approximation; computational cost,,closed,,30,49,Probabilistic and Robust Engineering Design,0,medium
Sockeel20202932,2020,ARTICLE,Virtual Inertia Emulator-Based Model Predictive Control for Grid Frequency Regulation Considering High Penetration of Inverter-Based Energy Storage System,IEEE Transactions on Sustainable Energy,10.1109/TSTE.2020.2982348,out,reject,,,optimization; model predictive,microgrid; renewable energy,,,,,,,,,
Lee2020,2020,ARTICLE,Improved weighted k-nearest neighbor based on PSO for wind power system state recognition,Energies,10.3390/en13205520,A,accept,radial basis function,neural network,optimization,power system,,,gold,https://www.mdpi.com/1996-1073/13/20/5520/pdf?version=1603422100,15,35,Machine Fault Diagnosis Techniques,1,medium
Liu2018317,2018,ARTICLE,Short-term local prediction of wind speed and wind power based on singular spectrum analysis and locality-sensitive hashing,Journal of Modern Power Systems and Clean Energy,10.1007/s40565-018-0398-0,out,reject,,support vector,scheduling,power system,,,,,,,,,
Xu20203127,2020,CONFERENCE,An efficient multifidelity model for assessing risk probabilities in power systems under rare events,Proceedings of the Annual Hawaii International Conference on System Sciences,,A,accept,surrogate; polynomial chaos,,,power system; electric power system,surrogate,,,,,,,,
Ayodele201978,2019,ARTICLE,Prediction of global solar irradiation using hybridized k-means and support vector regression algorithms,Renewable Energy Focus,10.1016/j.ref.2019.03.003,out,reject,,support vector,energy planning,energy planning,,,,,,,,,
Zhang2019,2019,CONFERENCE,An Optimal Dispatch Model with Dynamic Power Curve for Integrated Energy System,Energy Proceedings,10.46855/energy-proceedings-433,A,accept,gaussian process,,dispatch; milp,energy system; integrated energy; renewable energy,,,gold,http://www.energy-proceedings.org/wp-content/uploads/2020/01/AEAB2019_paper_267.pdf,,40,Power Systems and Renewable Energy,1,low
Sun2020,2020,ARTICLE,Optimal carbon storage reservoir management through deep reinforcement learning,Applied Energy,10.1016/j.apenergy.2020.115660,A,accept,surrogate,deep learning,optimization,energy system,approximate; computational cost; surrogate,,bronze,https://linkinghub.elsevier.com/retrieve/pii/S0306261920311569,70,114,Reservoir Engineering and Simulation Methods,1,high
Tiwari2021227,2021,BOOK,A Numerical Approach for Estimating Emulated Inertia With Decentralized Frequency Control of Energy Storage Units for Hybrid Renewable Energy Microgrid System,Microgrid Technologies,10.1002/9781119710905.ch9,out,reject,,,dispatch,microgrid; renewable energy,emulate,,,,,,,,
Lakshminarayanan2019174,2019,ARTICLE,Real-time optimal energy management controller for electric vehicle integration in workplace microgrid,IEEE Transactions on Transportation Electrification,10.1109/TTE.2018.2869469,B,candidate,,random forest,optimization,microgrid,emulating,,,,,,,,
Shi20181,2018,CONFERENCE,Evaluating the impact of wind power probabilistic forecasting on very-short-term generation scheduling for Wind-Storage Combined Generation System,Conference Record - Industrial and Commercial Power Systems Technical Conference,10.1109/ICPS.2018.8369972,A,accept,radial basis function,neural network,scheduling,power system; electric power system,,,closed,,1,22,Energy Load and Power Forecasting,0,low
Sreekumar2017,2017,ARTICLE,Comparative Analysis of Intelligently Tuned Support Vector Regression Models for Short Term Load Forecasting in Smart Grid Framework,Technology and Economics of Smart Grids and Sustainable Energy,10.1007/s40866-016-0018-x,out,reject,,support vector; regression model,optimization,power system; smart grid; power grid,,load forecasting,,,,,,,
Riddervold2020,2020,ARTICLE,A supervised learning approach for optimal selection of bidding strategies in reservoir hydro,Electric Power Systems Research,10.1016/j.epsr.2020.106496,out,reject,,neural network; machine learning; gradient boosting,,power system; electric power system,,,,,,,,,
Matschek2020971,2020,CONFERENCE,Constrained Gaussian process learning for model predictive control,IFAC-PapersOnLine,10.1016/j.ifacol.2020.12.1269,A,accept,gaussian process,machine learning,optimization; optimisation; model predictive,power system,,,diamond,https://arxiv.org/pdf/1911.10809,1,22,Advanced Control Systems Optimization,1,low
Lin2019101,2019,CONFERENCE,Approximate Mixed-Integer Programming Solution with Machine Learning Technique and Linear Programming Relaxation,"Proceedings - 2019 3rd International Conference on Smart Grid and Smart Cities, ICSGSC 2019",10.1109/ICSGSC.2019.00-11,B,candidate,,machine learning; random forest; regression tree; learning-based,unit commitment; mixed-integer; mixed integer,unit commitment; power grid,approximate; approximation,,,,,,,,
Hong2019,2019,ARTICLE,Hybrid empirical mode decomposition with support vector regression model for short term load forecasting,Energies,10.3390/en12061093,out,reject,,support vector; regression model,optimization; dispatch,power system; electric power system,,load forecasting,,,,,,,
Fan2020,2020,ARTICLE,Predicting daily diffuse horizontal solar radiation in various climatic regions of China using support vector machine and tree-based soft computing models with local and extrinsic climatic data,Journal of Cleaner Production,10.1016/j.jclepro.2019.119264,B,candidate,,random forest; gradient boosting; xgboost; support vector,optimization,energy system,approximate; computational cost,,,,,,,,
Niu2018,2018,ARTICLE,Ultra-short-termwind-power forecasting based on the weighted random forest optimized by the niche immune lion algorithm,Energies,10.3390/en11051098,out,reject,,neural network; random forest; support vector,optimization,power system,,,,,,,,,
Luo2018930,2018,ARTICLE,Investigation and Emulation of Junction Temperature for High-Power IGBT Modules Considering Grid Codes,IEEE Journal of Emerging and Selected Topics in Power Electronics,10.1109/JESTPE.2017.2748619,out,reject,,,optimization; dispatch,power system; electric power system; power grid,instead of,,,,,,,,
Yu2020332,2020,ARTICLE,Short-term wind speed forecasting based on random forest model combining ensemble empirical mode decomposition and improved harmony search algorithm,International Journal of Green Energy,10.1080/15435075.2020.1731816,out,reject,,random forest,optimization; dispatch,power grid,,wind speed forecasting,,,,,,,
2019,2019,CONFERENCE,"5th Applied Energy Symposium: Low Carbon Cities and Urban Energy Systems, CUE 2019",Energy Proceedings,,out,reject,,gradient boosting,,energy system; power system; integrated energy; smart grid,,fault diagnosis,,,,,,,
Elkazaz2020,2020,ARTICLE,A hierarchical two-stage energy management for a home microgrid using model predictive and real-time controllers,Applied Energy,10.1016/j.apenergy.2020.115118,out,reject,,,optimization; mixed-integer; mixed integer; model predictive,microgrid; smart grid,,,,,,,,,
Dai20201665,2020,ARTICLE,Data Mining-Based Model Simplification and Optimization of an Electrical Power Generation System,IEEE Transactions on Transportation Electrification,10.1109/TTE.2020.2995745,A,accept,surrogate,machine learning,optimization; multi-objective,power system; electric power system,computational cost; surrogate,,closed,,4,54,Advanced Multi-Objective Optimization Algorithms,0,low
Ogawa202012163,2020,CONFERENCE,Integration of deep Boltzmann machine and generalized radial basis function network for photovoltaic generation output forecasting,IFAC-PapersOnLine,10.1016/j.ifacol.2020.12.998,A,accept,radial basis function,neural network,optimization; optimisation,energy system; power system; renewable energy,,,diamond,,8,22,Energy Load and Power Forecasting,0,low
Zhang2018111,2018,CONFERENCE,Parameter identification of hydraulic turbine governing system using white-box mapping model and RBF neural network,"Proceedings - 8th International Conference on Instrumentation and Measurement, Computer, Communication and Control, IMCCC 2018",10.1109/IMCCC.2018.00030,A,accept,radial basis function,neural network,dispatch,power system,,fault diagnosis,closed,,3,12,Advanced Algorithms and Applications,0,low
Dai2019,2019,ARTICLE,Multi-level modeling methodology for optimal design of electric machines based on multi-disciplinary design optimization,Energies,10.3390/en12214173,A,accept,surrogate,,optimization,power system,surrogate,,gold,https://www.mdpi.com/1996-1073/12/21/4173/pdf,9,48,Electric Motor Design and Analysis,1,low
Rajesh2021,2021,ARTICLE,An efficient hybrid tunicate swarm algorithm and radial basis function searching technique for maximum power point tracking in wind energy conversion system,"Journal of Engineering, Design and Technology",10.1108/JEDT-12-2020-0494,A,accept,radial basis function,neural network,optimization,power system; electric power system,,,closed,,42,41,Wind Turbine Control Systems,0,medium
De Keyser20179702,2017,ARTICLE,Convex mapping formulations enabling optimal power split and design of the electric drivetrain in all-electric vehicles,IEEE Transactions on Vehicular Technology,10.1109/TVT.2017.2745101,A,accept,metamodel; metamodeling,,optimization; optimal power flow,optimal power flow,computationally expensive; accelerate,,green,https://biblio.ugent.be/publication/8531087/file/8568295.pdf,27,26,Electric and Hybrid Vehicle Technologies,1,medium
Koseoglou202083,2020,CONFERENCE,An Effective Power Hardware-in-The-Loop System for the Simulation Testing of an Energy Management System of a Nearly Zero Energy Building Microgrid,"2020 8th International Conference on Smart Grid and Clean Energy Technologies, ICSGCE 2020",10.1109/ICSGCE49177.2020.9275648,out,reject,,,optimization,microgrid; renewable energy; power grid,,,,,,,,,
Wang2020,2020,CONFERENCE,A Short-Term Forecasting Method for Photovoltaic Power Based on Ensemble Adaptive Boosting Random Forests,Conference Record - Industrial and Commercial Power Systems Technical Conference,10.1109/ICPS48389.2020.9176783,out,reject,,random forest,dispatch,power system,,,,,,,,,
Sami20181416,2018,ARTICLE,Thermal properties optimization of microencapsulated a renewable and non-toxic phase change material with a polystyrene shell for thermal energy storage systems,Applied Thermal Engineering,10.1016/j.applthermaleng.2017.11.119,A,accept,response surface; response surface methodology,,optimization,energy system,,,closed,,120,33,Phase Change Materials Research,0,high
Abolmoali20211,2021,CONFERENCE,Sensitivity analysis for the design of aircraft thermal management and power systems,AIAA Scitech 2021 Forum,,A,accept,surrogate; gaussian process,,optimization; multi-objective,power system,approximate; accelerate; surrogate,,,,,,,,
Ghassemi20202011,2020,ARTICLE,Adaptive in situ model refinement for surrogate-augmented population-based optimization,Structural and Multidisciplinary Optimization,10.1007/s00158-020-02592-6,out,reject,surrogate; kriging; radial basis function,neural network,optimization,,surrogate,,,,,,,,
Chen2020575,2020,ARTICLE,An efficient technique-based distributed energy management for hybrid MG system: A hybrid QOCSOS-RF technique,Wind Energy,10.1002/we.2443,out,reject,,random forest,energy planning,microgrid; renewable energy; energy planning,,,,,,,,,
Hr Aghay Kaboli2019,2019,ARTICLE,Prediction of metallic conductor voltage owing to electromagnetic coupling via a hybrid ANFIS and backtracking search algorithm,Energies,10.3390/en12193651,out,reject,,neural network; support vector,optimization,power system,,,,,,,,,
Peng2019477,2019,CONFERENCE,Research on power system load forecasting model based on machine learning,"Proceedings - 2019 11th International Conference on Measuring Technology and Mechatronics Automation, ICMTMA 2019",10.1109/ICMTMA.2019.00111,A,accept,radial basis function; rbf network,neural network; machine learning,dispatch,power system; smart grid; power grid,,load forecasting,closed,,2,9,Energy Load and Power Forecasting,0,low
Nanou2018447,2018,ARTICLE,Frequency Control of Island VSC-HVDC Links Operating in Parallel With AC Interconnectors and Onsite Generation,IEEE Transactions on Power Delivery,10.1109/TPWRD.2017.2722498,out,reject,,,,power system; electric power system,,,,,,,,,
