cite_key,original_cite_key,identity_type,identity_value,year,title,venue,doi,sources
pelet_multiobjective_2005,pelet_multiobjective_2005,doi,10.1016/j.ijthermalsci.2005.09.006,2005,Multiobjective optimisation of integrated energy systems for remote communities considering economics and {CO}2 emissions,Int. J. Therm. Sci.,10.1016/j.ijthermalsci.2005.09.006,moo_mes_focus
peng_microgrid_2015,peng_microgrid_2015,doi,10.16081/j.issn.1006-6047.2015.04.004,2015,Microgrid operation multi-objective optimization based on hybrid evolution algorithm with α-constraint dominant sorting,Dianli Zidonghua Shebei Electr. Power Autom. Equip.,10.16081/j.issn.1006-6047.2015.04.004,moo_mes_focus
peng_comprehensive_2021,peng_comprehensive_2021,doi,10.1002/er.5993,2021,Comprehensive energy cooperative optimization model based on energy conversion efficiency considering investment benefit,Int J Energy Res,10.1002/er.5993,moo_mes_focus
peng_micro_2022,peng_micro_2022,doi,10.1016/j.future.2022.01.011,2022,Micro multi-strategy multi-objective artificial bee colony algorithm for microgrid energy optimization,Future Gener Comput Syst,10.1016/j.future.2022.01.011,moo_mes_focus
peng_multi-objective_2024,peng_multi-objective_2024,doi,10.1016/j.rser.2024.114406,2024,Multi-objective electricity generation expansion planning towards renewable energy policy objectives under uncertainties,Renewable Sustainable Energy Rev,10.1016/j.rser.2024.114406,moo_mes_focus
peng_multi-objective_2020,peng_multi-objective_2020,doi,10.1109/acpee48638.2020.9136274,2020,Multi-objective Planning of Microgrid Considering Electric Vehicles Charging Load,Institute of Electrical and Electronics Engineers Inc,10.1109/acpee48638.2020.9136274,moo_mes_focus
pereira_multiobjective_2018,pereira_multiobjective_2018,doi,10.1109/tla.2018.8804258,2018,A Multiobjective Optimization Model for the Design of Hybrid Renewable Energy Systems,{IEEE}. Lat. Am. Trans.,10.1109/tla.2018.8804258,moo_mes_focus
perera_multi_2011,perera_multi_2011,doi,10.1115/es2011-54287,2011,"Multi objective optimization of lifecycle cost, unmet load, and renewable energy capacity for an expansion of existing standalone Internal Combustion Generator ({ICG}) systems",,10.1115/es2011-54287,moo_mes_focus
perera_hybrid_2013,perera_hybrid_2013,doi,10.1016/j.apenergy.2013.02.049,2013,A hybrid tool to combine multi-objective optimization and multi-criterion decision making in designing standalone hybrid energy systems,Appl. Energy,10.1016/j.apenergy.2013.02.049,moo_mes_focus
perera_converting_2013,perera_converting_2013,doi,10.1016/j.enconman.2013.05.022,2013,Converting existing Internal Combustion Generator ({ICG}) systems into {HESs} in standalone applications,Energy Convers. Manage.,10.1016/j.enconman.2013.05.022,moo_mes_focus
perera_designing_2013,perera_designing_2013,doi,10.1016/j.energy.2013.03.028,2013,"Designing standalone hybrid energy systems minimizing initial investment, life cycle cost and pollutant emission",Energy,10.1016/j.energy.2013.03.028,moo_mes_focus
perera_integrated_2017,perera_integrated_2017,doi,10.1016/j.energy.2017.06.002,2017,"An integrated approach to design site specific distributed electrical hubs combining optimization, multi-criterion assessment and decision making",Energy,10.1016/j.energy.2017.06.002,moo_mes_focus
perera_electrical_2017,perera_electrical_2017,doi,10.1016/j.apenergy.2016.12.127,2017,Electrical hubs: An effective way to integrate non-dispatchable renewable energy sources with minimum impact to the grid,Appl. Energy,10.1016/j.apenergy.2016.12.127,moo_mes_focus
perera_multi_2012,perera_multi_2012,doi,10.2316/p.2012.785-108,2012,Multi objective optimization and multi criterion decision making in expanding existing standalone energy systems combining renewable energy sources,,10.2316/p.2012.785-108,moo_mes_focus
perera_sensitivity_2012,perera_sensitivity_2012,doi,10.1016/j.energy.2011.12.039,2012,Sensitivity of internal combustion generator capacity in standalone hybrid energy systems,Energy,10.1016/j.energy.2011.12.039,moo_mes_focus
pereraa_sensitivity_2016,pereraa_sensitivity_2016,key,pereraa_sensitivity_2016,2016,Sensitivity of the dispatch strategy in designing grid integrated hybrid energy systems,Institute of Electrical and Electronics Engineers Inc,,moo_mes_focus
periasamy_hybrid_2022,periasamy_hybrid_2022,doi,10.3233/jifs-221363,2022,A hybrid {IMFO}-fuzzy algorithm for performance enhancement of microgrid under uncertainty via {DGs} integration and reconfiguration,J. Intelligent Fuzzy Syst.,10.3233/jifs-221363,moo_mes_focus
phan-tan_decentralized_2021,phan-tan_decentralized_2021,doi,10.3390/en14133973,2021,Decentralized optimal control for photovoltaic systems using prediction in the distribution systems,Energies,10.3390/en14133973,moo_mes_focus
philipo_demand-side-management_2023,philipo_demand-side-management_2023,doi,10.1109/africon55910.2023.10293343,2023,Demand-Side-Management for Optimal Dispatch of an Isolated Solar Microgrid,Institute of Electrical and Electronics Engineers Inc,10.1109/africon55910.2023.10293343,moo_mes_focus
phu_igdt_2024,phu_igdt_2024,doi,10.1016/j.est.2024.111488,2024,"An {IGDT} approach for the multi-objective framework of integrated energy hub with renewable energy sources, hybrid energy storage systems, and biomass-to-hydrogen technology",J. Energy Storage,10.1016/j.est.2024.111488,moo_mes_focus
piao_coupled_2024,piao_coupled_2024,doi,10.1016/j.ref.2024.100632,2024,Coupled partition and configuration for cohesive and self-sufficient virtual microgrids,Renew. Energy Focus,10.1016/j.ref.2024.100632,moo_mes_focus
piao_active_2021,piao_active_2021,doi,10.1109/ispec53008.2021.9735910,2021,Active Planning for Power Distribution Networks Based on Virtual Microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/ispec53008.2021.9735910,moo_mes_focus
piao_research_2024,piao_research_2024,doi,10.1109/icpst61417.2024.10602430,2024,Research on the Impact of Wind and Solar Characteristics on the Reliability of Microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/icpst61417.2024.10602430,moo_mes_focus
piazza_economic_2023,piazza_economic_2023,doi,10.1016/j.apenergy.2023.121259,2023,Economic and environmental optimal design of a multi-vector energy hub feeding a Local Energy Community,Appl. Energy,10.1016/j.apenergy.2023.121259,moo_mes_focus
pierobon_design_2014,pierobon_design_2014,doi,10.1016/j.energy.2014.03.010,2014,Design methodology for flexible energy conversion systems accounting for dynamic performance,Energy,10.1016/j.energy.2014.03.010,moo_mes_focus
pivetta_multi-objective_2022,pivetta_multi-objective_2022,doi,10.3390/jmse10020231,2022,Multi-Objective Optimization of a Hydrogen Hub for the Decarbonization of a Port Industrial Area,J. Mar. Sci. Eng.,10.3390/jmse10020231,moo_mes_focus
pon_ragothama_priya_optimal_2023,pon_ragothama_priya_optimal_2023,doi,10.1155/2023/7316834,2023,Optimal Allocation of Hybrid Renewable Distributed Generation with Battery Energy Storage System Using {MOEA}/D-{DRA} Algorithm,Int. Trans. Elecr. Energy Sys.,10.1155/2023/7316834,moo_mes_focus
ponnam_multi-objective_2020,ponnam_multi-objective_2020,doi,10.48084/etasr.3517,2020,Multi-Objective Optimal Allocation of Electric Vehicle Charging Stations and Distributed Generators in Radial Distribution Systems using Metaheuristic Optimization Algorithms,Eng. Technol. Appl. Sci. Res.,10.48084/etasr.3517,moo_mes_focus
ponsich_multi-objective_2022,ponsich_multi-objective_2022,doi,10.1016/j.eswa.2022.116939,2022,A multi-objective optimization approach for the design of stand-alone electrification systems based on renewable energies,Expert Sys Appl,10.1016/j.eswa.2022.116939,moo_mes_focus
ponsich_pruning_2023,ponsich_pruning_2023,doi,10.1007/978-3-031-27915-7_47,2023,A Pruning Tool for the Multi-objective Optimization of Autonomous Electrification Systems,Lecture Notes on Data Engineering and Communications Technologies,10.1007/978-3-031-27915-7_47,moo_mes_focus
poshtyafteh_optimal_2024,poshtyafteh_optimal_2024,doi,10.1049/gtd2.13116,2024,Optimal placement of distribution network-connected microgrids on multi-objective energy management with uncertainty using the modified Harris Hawk optimization algorithm,{IET} Gener. Transm. Distrib.,10.1049/gtd2.13116,moo_mes_focus
postigo_marcos_improving_2022,postigo_marcos_improving_2022,doi,10.1016/j.ijepes.2022.108116,2022,"Improving distribution network resilience through automation, distributed energy resources, and undergrounding",Int J Electr Power Energy Syst,10.1016/j.ijepes.2022.108116,moo_mes_focus
prabatha_community-level_2021,prabatha_community-level_2021,doi,10.1016/j.apenergy.2020.116304,2021,Community-level decentralized energy system planning under uncertainty: A comparison of mathematical models for strategy development,Appl. Energy,10.1016/j.apenergy.2020.116304,moo_mes_focus
pradana_robust_2024,pradana_robust_2024,doi,10.1109/access.2024.3351708,2024,Robust {PID} Control of {EV} Aggregator for C-{FCAS} Using Sequential Multi-Objective Optimization,{IEEE} Access,10.1109/access.2024.3351708,moo_mes_focus
prajapati_real-time_2024,prajapati_real-time_2024,doi,10.1080/01430750.2024.2306209,2024,A real-time energy flow management of a grid-connected renewable energy sources-based {EV} charging station,Int J Ambient Energy,10.1080/01430750.2024.2306209,moo_mes_focus
prakash_optimal_2024,prakash_optimal_2024,doi,10.1109/tia.2023.3327991,2024,Optimal {DG} Planning Incorporating Energy Management for an Economical and Resilient Smart Distribution System,{IEEE} Trans Ind Appl,10.1109/tia.2023.3327991,moo_mes_focus
pramodini_multi_2022,pramodini_multi_2022,doi,10.1109/incet54531.2022.9824135,2022,Multi Objective Optimization of {PV}/Wind Hybrid Renewable Energy System for A Zero Net Energy Campus,Institute of Electrical and Electronics Engineers Inc,10.1109/incet54531.2022.9824135,moo_mes_focus
prebeg_long-term_2016,prebeg_long-term_2016,doi,10.1016/j.apenergy.2016.03.086,2016,Long-term energy planning of Croatian power system using multi-objective optimization with focus on renewable energy and integration of electric vehicles,Appl. Energy,10.1016/j.apenergy.2016.03.086,moo_mes_focus
premadasa_optimal_2021,premadasa_optimal_2021,doi,10.1109/epec52095.2021.9621711,2021,An optimal configuration of diesel generator and battery storage system for off-grid residential applications,Institute of Electrical and Electronics Engineers Inc,10.1109/epec52095.2021.9621711,moo_mes_focus
premadasa_multi-objective_2023,premadasa_multi-objective_2023,doi,10.1016/j.est.2023.107621,2023,A multi-objective optimization model for sizing an off-grid hybrid energy microgrid with optimal dispatching of a diesel generator,J. Energy Storage,10.1016/j.est.2023.107621,moo_mes_focus
prinsloo_discrete_2016,prinsloo_discrete_2016,doi,10.1016/j.energy.2016.10.026,2016,Discrete cogeneration optimization with storage capacity decision support for dynamic hybrid solar combined heat and power systems in isolated rural villages,Energy,10.1016/j.energy.2016.10.026,moo_mes_focus
prokop_multi_2018,prokop_multi_2018,doi,10.3390/en11071791,2018,Multi objective optimization in charge management of micro grid based multistory carpark,Energies,10.3390/en11071791,moo_mes_focus
pudaruth_s_nature-inspired_2020,pudaruth_s_nature-inspired_2020,doi,10.1109/icabcd49160.2020.9183811,2020,Nature-inspired search method for cost optimization of hybrid renewable energy generation at the edge,Institute of Electrical and Electronics Engineers Inc,10.1109/icabcd49160.2020.9183811,moo_mes_focus
puppala_optimal_2024,puppala_optimal_2024,doi,10.22266/ijies2024.0831.11,2024,Optimal Location and Sizing of {PV}-{UPQC}-O in Distribution Feeders with Electric Vehicles Using Gazelle Optimization Algorithm,Int. J. Intelligent Eng. Syst.,10.22266/ijies2024.0831.11,moo_mes_focus
qi_multi-objective_2023,qi_multi-objective_2023,doi,10.1109/sges59720.2023.10367008,2023,Multi-objective Optimal Operation Strategy of Virtual Power Plant Considering Renewable Energy Consumption Rate,Institute of Electrical and Electronics Engineers Inc,10.1109/sges59720.2023.10367008,moo_mes_focus
qi_multi-objective_2019,qi_multi-objective_2019,doi,10.11930/j.issn.1004-9649.201903117,2019,Multi-Objective Optimal Dispatch of District Integrated Energy System Considering Resilience,Zhongguo Dianli,10.11930/j.issn.1004-9649.201903117,moo_mes_focus
qi_improvement_2017,qi_improvement_2017,key,qi_improvement_2017,2017,An improvement of the optimal capacity and economic analysis of micro-grid on island,Institute of Electrical and Electronics Engineers Inc,,moo_mes_focus
qiao_multi-objective_2020,qiao_multi-objective_2020,doi,10.1016/j.renene.2020.03.012,2020,Multi-objective dynamic economic emission dispatch based on electric vehicles and wind power integrated system using differential evolution algorithm,Renew. Energy,10.1016/j.renene.2020.03.012,moo_mes_focus
qiao_voltagevar_2020,qiao_voltagevar_2020,doi,10.1109/access.2020.2965965,2020,Voltage/Var Control for Hybrid Distribution Networks Using Decomposition-Based Multiobjective Evolutionary Algorithm,{IEEE} Access,10.1109/access.2020.2965965,moo_mes_focus
qiao_optimization_2025,qiao_optimization_2025,doi,10.1016/j.apenergy.2024.124681,2025,Optimization schedule strategy of active distribution network based on microgrid group and shared energy storage,Appl. Energy,10.1016/j.apenergy.2024.124681,moo_mes_focus
qin_low-carbon_2023,qin_low-carbon_2023,doi,10.5755/j02.eie.33944,2023,Low-Carbon Economic Multi-Objective Dispatch of an Integrated Energy System Based on {GAPSO},Elektron. Elektrotech.,10.5755/j02.eie.33944,moo_mes_focus
qin_low-carbon_2023-1,qin_low-carbon_2023-1,doi,10.1186/s41601-023-00331-9,2023,Low-carbon economic multi-objective dispatch of integrated energy system considering the price fluctuation of natural gas and carbon emission accounting,Prot. Cont. Mod. Power Sys.,10.1186/s41601-023-00331-9,moo_mes_focus
quang_an_facilitating_2020,quang_an_facilitating_2020,doi,10.1016/j.enconman.2019.112354,2020,Facilitating high levels of wind penetration in a smart grid through the optimal utilization of battery storage in microgrids: An analysis of the trade-offs between economic performance and wind generation facilitation,Energy Convers. Manage.,10.1016/j.enconman.2019.112354,moo_mes_focus
quitoras_towards_2021,quitoras_towards_2021,doi,10.1016/j.enconman.2020.113748,2021,Towards robust investment decisions and policies in integrated energy systems planning: Evaluating trade-offs and risk hedging strategies for remote communities,Energy Convers. Manage.,10.1016/j.enconman.2020.113748,moo_mes_focus
rabaza_multi-objective_2014,rabaza_multi-objective_2014,doi,10.24084/repqj12.419,2014,Multi-objective optimization applied to photovoltaic street lighting systems,Renewable Energy and Power Qual. J.,10.24084/repqj12.419,moo_mes_focus
raeispour_robust_2021,raeispour_robust_2021,doi,10.1109/jsyst.2020.2999553,2021,Robust Sliding Mode and Mixed H-2 H∞ Output Feedback Primary Control of {AC} Microgrids,{IEEE} Syst. J.,10.1109/jsyst.2020.2999553,moo_mes_focus
rafiee_sandgani_energy_2018,rafiee_sandgani_energy_2018,doi,10.1109/tsg.2016.2608281,2018,Energy Management in a Network of Grid-Connected Microgrids/Nanogrids Using Compromise Programming,{IEEE} Trans. Smart Grid,10.1109/tsg.2016.2608281,moo_mes_focus
rahimi_inertia_2021,rahimi_inertia_2021,doi,10.1109/access.2021.3081676,2021,Inertia Response Coordination Strategy of Wind Generators and Hybrid Energy Storage and Operation Cost-Based Multi-Objective Optimizing of Frequency Control Parameters,{IEEE} Access,10.1109/access.2021.3081676,moo_mes_focus
rahmani_probabilistic_2023,rahmani_probabilistic_2023,doi,10.1016/j.epsr.2022.108891,2023,Probabilistic reliability management of energy storage systems in connected/islanding microgrids with renewable energy,Electr Power Syst Res,10.1016/j.epsr.2022.108891,moo_mes_focus
raja_event-driven_2022,raja_event-driven_2022,doi,10.1109/itsc55140.2022.9922489,2022,Event-Driven Real-Time Multi-Objective Charging Schedule Optimization For Electric Vehicle Fleets,Institute of Electrical and Electronics Engineers Inc,10.1109/itsc55140.2022.9922489,moo_mes_focus
rajagopalan_multi-objective_2022,rajagopalan_multi-objective_2022,doi,10.3390/en15239024,2022,Multi-Objective Optimal Scheduling of a Microgrid Using Oppositional Gradient-Based Grey Wolf Optimizer,Energies,10.3390/en15239024,moo_mes_focus
rajakaruna_s_novel_2021,rajakaruna_s_novel_2021,doi,10.1109/aupec52110.2021.9597713,2021,A Novel Forward-Backward Zero Bus Power Flow Method for the Placement of Renewable {DGs} in Distribution Network,Institute of Electrical and Electronics Engineers Inc,10.1109/aupec52110.2021.9597713,moo_mes_focus
rajasekeran_multi-objective_2021,rajasekeran_multi-objective_2021,doi,10.1109/isgt49243.2021.9372261,2021,A multi-objective approach for distributed combined heat and power in energy markets,Institute of Electrical and Electronics Engineers Inc,10.1109/isgt49243.2021.9372261,moo_mes_focus
ramesh_multi-period_2023,ramesh_multi-period_2023,doi,10.1007/s00202-022-01711-4,2023,Multi-period optimal scheduling framework in an islanded smart distribution network considering load priorities,Electr Eng,10.1007/s00202-022-01711-4,moo_mes_focus
ramli_optimal_2018,ramli_optimal_2018,doi,10.1016/j.renene.2018.01.058,2018,Optimal sizing of {PV}/wind/diesel hybrid microgrid system using multi-objective self-adaptive differential evolution algorithm,Renew. Energy,10.1016/j.renene.2018.01.058,moo_mes_focus
ramos_multi-objective_2025,ramos_multi-objective_2025,doi,10.1016/j.matcom.2024.11.017,2025,Multi-objective model for residential energy management in context of individual self-consumption,Math Comput Simul,10.1016/j.matcom.2024.11.017,moo_mes_focus
ramos_optimal_2023,ramos_optimal_2023,doi,10.1201/9781003360773-87,2023,Optimal configuration of the hybrid electric system in Porto Santo Island,{CRC} Press/Balkema,10.1201/9781003360773-87,moo_mes_focus
ramsami_multi-objective_2020,ramsami_multi-objective_2020,doi,10.1109/elecom49001.2020.9297033,2020,Multi-Objective Optimisation of Photovoltaic Systems and Unified Power Quality Conditioners with Simultaneous Distribution Network Reconfiguration,Institute of Electrical and Electronics Engineers Inc,10.1109/elecom49001.2020.9297033,moo_mes_focus
ran_optimal_2022,ran_optimal_2022,doi,10.19912/j.0254-0096.tynxb.2020-0938,2022,Optimal scheduling of isolated microgrid considering flexible power supply and demand,Taiyangneng Xuebao,10.19912/j.0254-0096.tynxb.2020-0938,moo_mes_focus
ranjbarzadeh_probabilistic_2022,ranjbarzadeh_probabilistic_2022,doi,10.3390/en15093088,2022,A Probabilistic Model for Minimization of Solar Energy Operation Costs as Well as {CO}2 Emissions in a Multi-Carrier Microgrid ({MCMG}),Energies,10.3390/en15093088,moo_mes_focus
rasheed_cost_2021,rasheed_cost_2021,doi,10.1109/icps52420.2021.9670302,2021,Cost Effective Operational Planning of a Retail Market with Distributed Generations,Institute of Electrical and Electronics Engineers Inc,10.1109/icps52420.2021.9670302,moo_mes_focus
rashid_multi-objective_2024,rashid_multi-objective_2024,doi,10.15866/iree.v19i4.24848,2024,A Multi-Objective Harmony Search Algorithm for Optimal Allocation and Sizing of Multi-Renewable Energy-Based {DG} and {DSTATCOM} in Radial Distribution Systems,Int. Rev. Elec. Eng.,10.15866/iree.v19i4.24848,moo_mes_focus
rasool_comparative_2023,rasool_comparative_2023,doi,10.1016/j.renene.2023.119107,2023,Comparative assessment of multi-objective optimization of hybrid energy storage system considering grid balancing,Renew. Energy,10.1016/j.renene.2023.119107,moo_mes_focus
rathish_multi-objective_2014,rathish_multi-objective_2014,doi,10.1007/978-981-10-4852-4_1,2014,Multi-Objective optimization of stand-alone renewable energy hybrid system,Springer Verlag,10.1007/978-981-10-4852-4_1,moo_mes_focus
rathish_optimization_2020,rathish_optimization_2020,key,rathish_optimization_2020,2020,Optimization of stand-alone renewable energy facilities inside an academic premises,Int. Energy J.,,moo_mes_focus
rathish_multi-objective_2021,rathish_multi-objective_2021,doi,10.1007/s00500-020-05372-y,2021,Multi-objective evolutionary optimization with genetic algorithm for the design of off-grid {PV}-wind-battery-diesel system,Soft Comput.,10.1007/s00500-020-05372-y,moo_mes_focus
ray_multi-criteria_2023,ray_multi-criteria_2023,doi,10.1007/978-3-030-97940-9_76,2023,Multi-criteria Optimization for System Integration of Decentralized Off-Grid Hybrid Renewable Polygeneration,Handbook of Smart Energy Systems: Volume 1-4,10.1007/978-3-030-97940-9_76,moo_mes_focus
reddy_optimal_2024,reddy_optimal_2024,doi,10.1080/03772063.2022.2114951,2024,Optimal Operation of Standalone {DC} Microgrids Considering Renewable and Load Uncertainties,{IETE} J Res,10.1080/03772063.2022.2114951,moo_mes_focus
rehman_computational_2019,rehman_computational_2019,doi,10.1016/j.enconman.2019.04.017,2019,Computational comparison of a novel decentralized photovoltaic district heating system against three optimized solar district systems,Energy Convers. Manage.,10.1016/j.enconman.2019.04.017,moo_mes_focus
rehman_performance_2018,rehman_performance_2018,doi,10.1016/j.apenergy.2018.08.064,2018,Performance comparison between optimized design of a centralized and semi-decentralized community size solar district heating system,Appl. Energy,10.1016/j.apenergy.2018.08.064,moo_mes_focus
rehman_model_2024,rehman_model_2024,doi,10.1109/control60310.2024.10531978,2024,Model Predictive Control for Energy Management of Microgrids Considering Battery Degradation,Institute of Electrical and Electronics Engineers Inc,10.1109/control60310.2024.10531978,moo_mes_focus
rehman_synergistic_2025,rehman_synergistic_2025,doi,10.1016/j.rineng.2025.104399,2025,Synergistic sizing and energy management strategy of combined offshore wind with solar floating {PV} system for green hydrogen and electricity co-production using multi-objective dung beetle optimization,Result. Eng.,10.1016/j.rineng.2025.104399,moo_mes_focus
reina_multi-objective_2023,reina_multi-objective_2023,doi,10.15446/dyna.v90n227.107793,2023,Multi-objective optimization of multi-energy systems planning in remote zones: the Bahía Málaga Colombian case,{DYNA},10.15446/dyna.v90n227.107793,moo_mes_focus
reiz_protection_2024,reiz_protection_2024,doi,10.1016/j.epsr.2023.109966,2024,Protection system planning in distribution networks with microgrids using a bi-level multi-objective and multi-criteria optimization technique,Electr Power Syst Res,10.1016/j.epsr.2023.109966,moo_mes_focus
reiz_multiobjective_2022,reiz_multiobjective_2022,doi,10.1109/access.2022.3166918,2022,A Multiobjective Approach for the Optimal Placement of Protection and Control Devices in Distribution Networks with Microgrids,{IEEE} Access,10.1109/access.2022.3166918,moo_mes_focus
reiz_optimal_2022,reiz_optimal_2022,doi,10.1109/melecon53508.2022.9843003,2022,Optimal Allocation of Protection and Control Devices in Distribution Networks with Microgrids,Institute of Electrical and Electronics Engineers Inc,10.1109/melecon53508.2022.9843003,moo_mes_focus
rekik_optimizing_2024,rekik_optimizing_2024,doi,10.1016/j.sciaf.2024.e02438,2024,Optimizing green hydrogen strategies in Tunisia: A combined {SWOT}-{MCDM} approach,Sci. African,10.1016/j.sciaf.2024.e02438,moo_mes_focus
ren_multi-objective_2021,ren_multi-objective_2021,doi,10.1016/j.energy.2020.119096,2021,Multi-objective optimization and evaluation of hybrid {CCHP} systems for different building types,Energy,10.1016/j.energy.2020.119096,moo_mes_focus
ren_optimization_2021,ren_optimization_2021,key,ren_optimization_2021,2021,"Optimization of Combined Cooling, Heating, and Power System Coupled With Solar and Geothermal Energies",Kung Cheng Je Wu Li Hsueh Pao,,moo_mes_focus
ren_multitime_2019,ren_multitime_2019,doi,10.1002/2050-7038.2821,2019,Multitime scale coordinated scheduling for electric vehicles considering photovoltaic/wind/battery generation in microgrid,Int. Trans. Elecr. Energy Sys.,10.1002/2050-7038.2821,moo_mes_focus
ren_research_2021,ren_research_2021,doi,10.1109/ccdc52312.2021.9602206,2021,Research on Demand Response Strategy of Integrated Energy System Based on Hybrid Particle Swarm Optimization with Roulette Wheel Operator,Institute of Electrical and Electronics Engineers Inc,10.1109/ccdc52312.2021.9602206,moo_mes_focus
ren_multi-objective_2019,ren_multi-objective_2019,doi,10.1016/j.jclepro.2019.06.028,2019,Multi-objective optimal analysis on the distributed energy system with solar driven metal oxide redox cycle based fuel production,J. Clean. Prod.,10.1016/j.jclepro.2019.06.028,moo_mes_focus
ren_life-cycle-based_2024,ren_life-cycle-based_2024,doi,10.1016/j.energy.2023.129679,2024,Life-cycle-based multi-objective optimal design and analysis of distributed multi-energy systems for data centers,Energy,10.1016/j.energy.2023.129679,moo_mes_focus
ren_multi-objective_2024,ren_multi-objective_2024,doi,10.1115/icone31-135307,2024,{MULTI}-{OBJECTIVE} {OPTIMIZATION} {DESIGN} {FOR} {NUCLEAR}-{COUPLED} {DISTRIBUTED} {MULTI}-{ENERGY} {SYSTEM} {IN} {ALPINE} {REGION},American Society of Mechanical Engineers ({ASME}),10.1115/icone31-135307,moo_mes_focus
ren_multi-objective_2023,ren_multi-objective_2023,doi,10.1109/jetcas.2023.3284061,2023,Multi-Objective Optimization for {DC} Microgrid Using Combination of {NSGA}-{II} Algorithm and Linear Search Method,{IEEE} J. Emerg. Sel. Top. Circuits Syst.,10.1109/jetcas.2023.3284061,moo_mes_focus
rey_design_2018,rey_design_2018,doi,10.1007/978-3-319-98687-6_13,2018,Design and optimal sizing of microgrids,Microgrids Design and Implementation,10.1007/978-3-319-98687-6_13,moo_mes_focus
rezaei_multi-objective_2024,rezaei_multi-objective_2024,doi,10.1016/j.enbenv.2024.03.009,2024,Multi-objective optimization of Hybrid Energy Systems based on Life Cycle Exergy and Economic criteria,Energy and Built Environment,10.1016/j.enbenv.2024.03.009,moo_mes_focus
rezaei_multiobjective_2019,rezaei_multiobjective_2019,doi,10.1109/tii.2018.2850533,2019,Multiobjective Risk-Constrained Optimal Bidding Strategy of Smart Microgrids: An {IGDT}-Based Normal Boundary Intersection Approach,{IEEE} Trans. Ind. Inf.,10.1109/tii.2018.2850533,moo_mes_focus
rezaei_hierarchical_2015,rezaei_hierarchical_2015,doi,10.1016/j.enconman.2015.04.004,2015,Hierarchical energy and frequency security pricing in a smart microgrid: An equilibrium-inspired epsilon constraint based multi-objective decision making approach,Energy Convers. Manage.,10.1016/j.enconman.2015.04.004,moo_mes_focus
rezvani_environmentaleconomic_2015,rezvani_environmentaleconomic_2015,doi,10.1016/j.jclepro.2014.09.088,2015,Environmental/economic scheduling of a micro-grid with renewable energy resources,J. Clean. Prod.,10.1016/j.jclepro.2014.09.088,moo_mes_focus
ridha_sizing_2020,ridha_sizing_2020,doi,10.1016/j.energy.2020.118163,2020,Sizing and implementing off-grid stand-alone photovoltaic/battery systems based on multi-objective optimization and techno-economic ({MADE}) analysis,Energy,10.1016/j.energy.2020.118163,moo_mes_focus
ridha_multi-objective_2024,ridha_multi-objective_2024,doi,10.1016/j.renene.2024.120041,2024,Multi-objective and multi-criteria decision making for Technoeconomic optimum design of hybrid standalone renewable energy system,Renew. Energy,10.1016/j.renene.2024.120041,moo_mes_focus
ridha_innovative_2023,ridha_innovative_2023,doi,10.1016/j.apenergy.2023.121117,2023,Innovative hybridization of the two-archive and {PROMETHEE}-{II} triple-objective and multi-criterion decision making for optimum configuration of the hybrid renewable energy system,Appl. Energy,10.1016/j.apenergy.2023.121117,moo_mes_focus
ridha_optimum_2020,ridha_optimum_2020,doi,10.3390/pr8030367,2020,Optimum Design of a Standalone Solar Photovoltaic System Based on Novel Integration of Iterative-{PESA}-{II} and {AHP}-{VIKOR} Methods,Processes,10.3390/pr8030367,moo_mes_focus
riou_multi-objective_2021,riou_multi-objective_2021,doi,10.3390/en14154466,2021,Multi-objective optimization of autonomous microgrids with reliability consideration,Energies,10.3390/en14154466,moo_mes_focus
risco-bravo_modeling_2024,risco-bravo_modeling_2024,doi,10.1016/j.enconman.2024.119148,2024,Modeling and multiobjective optimization of a solar-powered reverse osmosis desalination system with hydrogen energy storage,Energy Convers. Manage.,10.1016/j.enconman.2024.119148,moo_mes_focus
roberto_multi-objective_2019,roberto_multi-objective_2019,doi,10.5278/ijsepm.2019.20.2,2019,A multi-objective optimization analysis to assess the potential economic and environmental benefits of distributed storage in district heating networks: A case study,{IJSEPM},10.5278/ijsepm.2019.20.2,moo_mes_focus
rochd_swarm_2025,rochd_swarm_2025,doi,10.1016/j.rineng.2025.104400,2025,"Swarm Intelligence-driven Multi-objective Optimization for Microgrid Energy Management and Trading considering {DERs} and {EVs} integration: Case Studies from Green Energy Park, Morocco",Result. Eng.,10.1016/j.rineng.2025.104400,moo_mes_focus
rodriguez-gallegos_multi-objective_2018,rodriguez-gallegos_multi-objective_2018,doi,10.1016/j.energy.2018.06.185,2018,A multi-objective and robust optimization approach for sizing and placement of {PV} and batteries in off-grid systems fully operated by diesel generators: An Indonesian case study,Energy,10.1016/j.energy.2018.06.185,moo_mes_focus
rodriguez-gutierrez_multi-objective_2022,rodriguez-gutierrez_multi-objective_2022,doi,10.1016/j.seta.2022.101956,2022,A multi-objective assessment for the water-energy-food nexus for rural distributed energy systems,Sustainable Energy Technol. Assess.,10.1016/j.seta.2022.101956,moo_mes_focus
